LabelSeiteOrganisation;LabelSeiteSeite;LabelSeiteDatum;LabelSeiteSeiten;t1;T2;T21;T31;T22;T32;T23;T33;T24;T34;T25;T35;T16;T26;T36;T17;T27;T37;T18;T28;T38;T19;T29;T39;T20;T30;T40;TH1;TH11;TH21;TH31;TH2;TH12;TH22;TH32;TH3;TH13;TH23;TH33;TH4;TH14;TH24;TH34;TH5;TH15;TH25;TH35;TH6;TH16;TH26;TH36;TH7;TH17;TH27;TH37;TH8;TH18;TH28;TH38;TH9;TH19;TH29;TH39;TH10;TH20;TH30;TH40;T3;T4;T5;T6;T7;T8;T9;T10;t11;t12;T13;T14;T15
;;;;1/2025/0040 0;"Triumph - Werke
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 20,7 kg
Objektmaß LxBxH: 440 x 530 x 215 mm";;;RZ 6.KTD.SR 16.F 48.B 03;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1958 - 1968;
;;;;1/2025/0040 0;"Triumph - Werke
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 20,7 kg
Objektmaß LxBxH: 440 x 530 x 215 mm";;;RZ 6.KTD.SR 16.F 48.B 03;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1958 - 1968;
;;;;1/2025/0040 0;"Triumph - Werke
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 20,7 kg
Objektmaß LxBxH: 440 x 530 x 215 mm";;;RZ 6.KTD.SR 16.F 48.B 03;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1958 - 1968;
;;;;1/2025/0040 0;"Triumph - Werke
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 20,7 kg
Objektmaß LxBxH: 440 x 530 x 215 mm";;;RZ 6.KTD.SR 16.F 48.B 03;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0040-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1958 - 1968;
;;;;1/2025/0042 0;"IBM Internationale Büro-Maschinen GmbH
Alfred Gottwaldt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall, Kunststoff, Gummi, Stoff;;"Objektmaß LxBxH: 425 x 495 x 235 mm
Masse: 22,48 kg";;;RZ 6.KTD.SR 16.F 47.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1963 ca.;
;;;;1/2025/0042 0;"IBM Internationale Büro-Maschinen GmbH
Alfred Gottwaldt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall, Kunststoff, Gummi, Stoff;;"Objektmaß LxBxH: 425 x 495 x 235 mm
Masse: 22,48 kg";;;RZ 6.KTD.SR 16.F 47.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1963 ca.;
;;;;1/2025/0042 0;"IBM Internationale Büro-Maschinen GmbH
Alfred Gottwaldt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall, Kunststoff, Gummi, Stoff;;"Objektmaß LxBxH: 425 x 495 x 235 mm
Masse: 22,48 kg";;;RZ 6.KTD.SR 16.F 47.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1963 ca.;
;;;;1/2025/0042 0;"IBM Internationale Büro-Maschinen GmbH
Alfred Gottwaldt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall, Kunststoff, Gummi, Stoff;;"Objektmaß LxBxH: 425 x 495 x 235 mm
Masse: 22,48 kg";;;RZ 6.KTD.SR 16.F 47.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0042-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1963 ca.;
;;;;1/2025/0043 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 320 x 175 mm
Masse: 5,5 kg";;;RZ 6.KTD.SR 16.F 47.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-002.JPG";1918;
;;;;1/2025/0043 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 320 x 175 mm
Masse: 5,5 kg";;;RZ 6.KTD.SR 16.F 47.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-002.JPG";1918;
;;;;1/2025/0043 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 320 x 175 mm
Masse: 5,5 kg";;;RZ 6.KTD.SR 16.F 47.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0043-000-002.JPG";1918;
;;;;1/2025/0044 0;"Remington Rand, Remington Typewriter Company U. S.
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 335 x 135 mm
Masse: 5,3 kg";;;RZ 6.KTD.SR 16.F 48.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1932 - 1934;
;;;;1/2025/0044 0;"Remington Rand, Remington Typewriter Company U. S.
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 335 x 135 mm
Masse: 5,3 kg";;;RZ 6.KTD.SR 16.F 48.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1932 - 1934;
;;;;1/2025/0044 0;"Remington Rand, Remington Typewriter Company U. S.
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 335 x 135 mm
Masse: 5,3 kg";;;RZ 6.KTD.SR 16.F 48.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1932 - 1934;
;;;;1/2025/0044 0;"Remington Rand, Remington Typewriter Company U. S.
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 335 x 135 mm
Masse: 5,3 kg";;;RZ 6.KTD.SR 16.F 48.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1932 - 1934;
;;;;1/2025/0044 0;"Remington Rand, Remington Typewriter Company U. S.
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 300 x 335 x 135 mm
Masse: 5,3 kg";;;RZ 6.KTD.SR 16.F 48.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0044-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1932 - 1934;
;;;;1/2025/0045 0;"Mercedes Büromaschinenwerke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 310 x 310 x 155 mm
Objektmaß LxBxH: Kiste/Koffer 335 x 330 x 165 mm
Masse: 5,6 kg";;;RZ 6.KTD.SR 16.F 48.B 01;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-004.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1939;
;;;;1/2025/0045 0;"Mercedes Büromaschinenwerke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 310 x 310 x 155 mm
Objektmaß LxBxH: Kiste/Koffer 335 x 330 x 165 mm
Masse: 5,6 kg";;;RZ 6.KTD.SR 16.F 48.B 01;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-004.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1939;
;;;;1/2025/0045 0;"Mercedes Büromaschinenwerke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 310 x 310 x 155 mm
Objektmaß LxBxH: Kiste/Koffer 335 x 330 x 165 mm
Masse: 5,6 kg";;;RZ 6.KTD.SR 16.F 48.B 01;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-004.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1939;
;;;;1/2025/0045 0;"Mercedes Büromaschinenwerke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 310 x 310 x 155 mm
Objektmaß LxBxH: Kiste/Koffer 335 x 330 x 165 mm
Masse: 5,6 kg";;;RZ 6.KTD.SR 16.F 48.B 01;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-004.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1939;
;;;;1/2025/0045 0;"Mercedes Büromaschinenwerke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 310 x 310 x 155 mm
Objektmaß LxBxH: Kiste/Koffer 335 x 330 x 165 mm
Masse: 5,6 kg";;;RZ 6.KTD.SR 16.F 48.B 01;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-004.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0045-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1939;
;;;;1/2025/0046 0;"Maschinenfabrik Kappel AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 320 x 325 x 150 mm
Masse: 5,85 kg
Objektmaß LxBxH: Kistenmaß 330 x 345 x 155 mm";;;RZ 6.KTD.SR 16.F 48.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr;
;;;;1/2025/0046 0;"Maschinenfabrik Kappel AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 320 x 325 x 150 mm
Masse: 5,85 kg
Objektmaß LxBxH: Kistenmaß 330 x 345 x 155 mm";;;RZ 6.KTD.SR 16.F 48.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr;
;;;;1/2025/0046 0;"Maschinenfabrik Kappel AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 320 x 325 x 150 mm
Masse: 5,85 kg
Objektmaß LxBxH: Kistenmaß 330 x 345 x 155 mm";;;RZ 6.KTD.SR 16.F 48.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr;
;;;;1/2025/0046 0;"Maschinenfabrik Kappel AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 320 x 325 x 150 mm
Masse: 5,85 kg
Objektmaß LxBxH: Kistenmaß 330 x 345 x 155 mm";;;RZ 6.KTD.SR 16.F 48.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr;
;;;;1/2025/0046 0;"Maschinenfabrik Kappel AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Metall;;"Objektmaß LxBxH: 320 x 325 x 150 mm
Masse: 5,85 kg
Objektmaß LxBxH: Kistenmaß 330 x 345 x 155 mm";;;RZ 6.KTD.SR 16.F 48.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0046-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr;
;;;;1/2025/0299 0;"IBM Internationale Büro-Maschinen GmbH
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 430 x 480 x 240 mm
Masse: 17 kg";;;RZ 6.KTD.SR 16.F 49.B 04;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1965 - 1966;
;;;;1/2025/0299 0;"IBM Internationale Büro-Maschinen GmbH
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 430 x 480 x 240 mm
Masse: 17 kg";;;RZ 6.KTD.SR 16.F 49.B 04;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1965 - 1966;
;;;;1/2025/0299 0;"IBM Internationale Büro-Maschinen GmbH
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 430 x 480 x 240 mm
Masse: 17 kg";;;RZ 6.KTD.SR 16.F 49.B 04;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0299-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1965 - 1966;
